Target device: xilinx_u280_gen3x16_xdma_base_1-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
7033.97,795,12156,1134,12107,5376,851,0,3277,0,0,0,0,27,26,0,0,28,37,32,31,28,0,0,0,
7054.88,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10191.6,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10355.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10377.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10398.3,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10419.4,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10440.5,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10461.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10482.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10504.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10525.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10545.6,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10566.2,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10586.6,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10607.5,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10628.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10649.4,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10670.3,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10691.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10713,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10733.5,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10754,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10774.4,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10794.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10815.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10837,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10858,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10878.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10899.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10920.8,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10941.8,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10962.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
10983.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11003.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11024.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11045.8,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11066.2,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11086.7,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11107.2,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11128.1,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11149,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11169.9,731,12159,1064,12111,5460,851,0,3277,0,0,0,0,27,26,0,0,27,36,32,30,28,0,0,0,
11190.3,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
14779.3,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
14939.1,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
14959.7,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
14980.3,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15000.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15021.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15042.1,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15062.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15083.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15104.1,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15124.7,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15145.2,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15165.8,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15186.3,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15206.8,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15227.2,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15247.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15268.6,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15289.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15310.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15331,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15351.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15372,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15392.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15413.4,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15433.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15454.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15475.5,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15496.4,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15516.8,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15537.2,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15557.7,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15578.1,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15598.6,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15619,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15639.4,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15659.7,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15680.2,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15700.9,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15721.6,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15742.1,741,12162,1059,12124,5490,851,0,3277,0,0,0,0,27,26,0,0,28,36,31,30,28,0,0,0,
15762.6,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19567.1,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19730.9,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19751.3,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19771.8,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19792.3,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
19813.2,757,12159,1077,12118,5664,850,0,3278,0,0,0,0,27,26,0,0,27,37,32,30,28,0,0,0,
